000.txt,CORRECT
000_003.txt,INCORRECT
001.txt,CORRECT
001_870.txt,INCORRECT
002.txt,CORRECT
002_006.txt,INCORRECT
003.txt,CORRECT
003_000.txt,INCORRECT
004.txt,CORRECT
004_982.txt,INCORRECT
005.txt,CORRECT
005_010.txt,INCORRECT
006.txt,CORRECT
006_002.txt,INCORRECT
007.txt,CORRECT
007_132.txt,INCORRECT
008.txt,CORRECT
008_990.txt,INCORRECT
009.txt,CORRECT
009_027.txt,INCORRECT
010.txt,CORRECT
010_005.txt,INCORRECT
011.txt,CORRECT
011_805.txt,INCORRECT
012.txt,CORRECT
012_026.txt,INCORRECT
013.txt,CORRECT
013_883.txt,INCORRECT
014.txt,CORRECT
014_790.txt,INCORRECT
015.txt,CORRECT
015_919.txt,INCORRECT
016.txt,CORRECT
016_209.txt,INCORRECT
017.txt,CORRECT
017_803.txt,INCORRECT
018.txt,CORRECT
018_019.txt,INCORRECT
019.txt,CORRECT
019_018.txt,INCORRECT
020.txt,CORRECT
020_344.txt,INCORRECT
021.txt,CORRECT
021_312.txt,INCORRECT
022.txt,CORRECT
022_489.txt,INCORRECT
023.txt,CORRECT
023_923.txt,INCORRECT
024.txt,CORRECT
024_073.txt,INCORRECT
025.txt,CORRECT
025_067.txt,INCORRECT
026.txt,CORRECT
026_012.txt,INCORRECT
027.txt,CORRECT
027_009.txt,INCORRECT
028.txt,CORRECT
028_068.txt,INCORRECT
029.txt,CORRECT
029_048.txt,INCORRECT
030.txt,CORRECT
030_193.txt,INCORRECT
031.txt,CORRECT
031_163.txt,INCORRECT
032.txt,CORRECT
032_944.txt,INCORRECT
033.txt,CORRECT
033_097.txt,INCORRECT
034.txt,CORRECT
034_590.txt,INCORRECT
035.txt,CORRECT
035_036.txt,INCORRECT
036.txt,CORRECT
036_035.txt,INCORRECT
037.txt,CORRECT
037_072.txt,INCORRECT
038.txt,CORRECT
038_125.txt,INCORRECT
039.txt,CORRECT
039_058.txt,INCORRECT
040.txt,CORRECT
040_997.txt,INCORRECT
041.txt,CORRECT
041_063.txt,INCORRECT
042.txt,CORRECT
042_084.txt,INCORRECT
043.txt,CORRECT
043_110.txt,INCORRECT
044.txt,CORRECT
044_945.txt,INCORRECT
045.txt,CORRECT
045_889.txt,INCORRECT
046.txt,CORRECT
046_904.txt,INCORRECT
047.txt,CORRECT
047_862.txt,INCORRECT
048.txt,CORRECT
048_029.txt,INCORRECT
049.txt,CORRECT
049_946.txt,INCORRECT
050.txt,CORRECT
050_059.txt,INCORRECT
051.txt,CORRECT
051_332.txt,INCORRECT
052.txt,CORRECT
052_108.txt,INCORRECT
053.txt,CORRECT
053_095.txt,INCORRECT
054.txt,CORRECT
054_071.txt,INCORRECT
055.txt,CORRECT
055_147.txt,INCORRECT
056.txt,CORRECT
056_996.txt,INCORRECT
057.txt,CORRECT
057_070.txt,INCORRECT
058.txt,CORRECT
058_039.txt,INCORRECT
059.txt,CORRECT
059_050.txt,INCORRECT
060.txt,CORRECT
060_088.txt,INCORRECT
061.txt,CORRECT
061_080.txt,INCORRECT
062.txt,CORRECT
062_066.txt,INCORRECT
063.txt,CORRECT
063_041.txt,INCORRECT
064.txt,CORRECT
064_991.txt,INCORRECT
065.txt,CORRECT
065_089.txt,INCORRECT
066.txt,CORRECT
066_062.txt,INCORRECT
067.txt,CORRECT
067_025.txt,INCORRECT
068.txt,CORRECT
068_028.txt,INCORRECT
069.txt,CORRECT
069_961.txt,INCORRECT
070.txt,CORRECT
070_057.txt,INCORRECT
071.txt,CORRECT
071_054.txt,INCORRECT
072.txt,CORRECT
072_037.txt,INCORRECT
073.txt,CORRECT
073_024.txt,INCORRECT
074.txt,CORRECT
074_825.txt,INCORRECT
075.txt,CORRECT
075_977.txt,INCORRECT
076.txt,CORRECT
076_079.txt,INCORRECT
077.txt,CORRECT
077_100.txt,INCORRECT
078.txt,CORRECT
078_955.txt,INCORRECT
079.txt,CORRECT
079_076.txt,INCORRECT
080.txt,CORRECT
080_061.txt,INCORRECT
081.txt,CORRECT
081_087.txt,INCORRECT
082.txt,CORRECT
082_103.txt,INCORRECT
083.txt,CORRECT
083_213.txt,INCORRECT
084.txt,CORRECT
084_042.txt,INCORRECT
085.txt,CORRECT
085_124.txt,INCORRECT
086.txt,CORRECT
086_090.txt,INCORRECT
087.txt,CORRECT
087_081.txt,INCORRECT
088.txt,CORRECT
088_060.txt,INCORRECT
089.txt,CORRECT
089_065.txt,INCORRECT
090.txt,CORRECT
090_086.txt,INCORRECT
091.txt,CORRECT
091_116.txt,INCORRECT
092.txt,CORRECT
092_098.txt,INCORRECT
093.txt,CORRECT
093_121.txt,INCORRECT
094.txt,CORRECT
094_111.txt,INCORRECT
095.txt,CORRECT
095_053.txt,INCORRECT
096.txt,CORRECT
096_101.txt,INCORRECT
097.txt,CORRECT
097_033.txt,INCORRECT
098.txt,CORRECT
098_092.txt,INCORRECT
099.txt,CORRECT
099_295.txt,INCORRECT
100.txt,CORRECT
100_077.txt,INCORRECT
101.txt,CORRECT
101_096.txt,INCORRECT
102.txt,CORRECT
102_114.txt,INCORRECT
103.txt,CORRECT
103_082.txt,INCORRECT
104.txt,CORRECT
104_126.txt,INCORRECT
105.txt,CORRECT
105_180.txt,INCORRECT
106.txt,CORRECT
106_198.txt,INCORRECT
107.txt,CORRECT
107_109.txt,INCORRECT
108.txt,CORRECT
108_052.txt,INCORRECT
109.txt,CORRECT
109_107.txt,INCORRECT
110.txt,CORRECT
110_043.txt,INCORRECT
111.txt,CORRECT
111_094.txt,INCORRECT
112.txt,CORRECT
112_892.txt,INCORRECT
113.txt,CORRECT
113_983.txt,INCORRECT
114.txt,CORRECT
114_102.txt,INCORRECT
115.txt,CORRECT
115_939.txt,INCORRECT
116.txt,CORRECT
116_091.txt,INCORRECT
117.txt,CORRECT
117_217.txt,INCORRECT
118.txt,CORRECT
118_120.txt,INCORRECT
119.txt,CORRECT
119_123.txt,INCORRECT
120.txt,CORRECT
120_118.txt,INCORRECT
121.txt,CORRECT
121_093.txt,INCORRECT
122.txt,CORRECT
122_144.txt,INCORRECT
123.txt,CORRECT
123_119.txt,INCORRECT
124.txt,CORRECT
124_085.txt,INCORRECT
125.txt,CORRECT
125_038.txt,INCORRECT
126.txt,CORRECT
126_104.txt,INCORRECT
127.txt,CORRECT
127_129.txt,INCORRECT
128.txt,CORRECT
128_896.txt,INCORRECT
129.txt,CORRECT
129_127.txt,INCORRECT
130.txt,CORRECT
130_139.txt,INCORRECT
131.txt,CORRECT
131_518.txt,INCORRECT
132.txt,CORRECT
132_007.txt,INCORRECT
133.txt,CORRECT
133_148.txt,INCORRECT
134.txt,CORRECT
134_192.txt,INCORRECT
135.txt,CORRECT
135_880.txt,INCORRECT
136.txt,CORRECT
136_285.txt,INCORRECT
137.txt,CORRECT
137_165.txt,INCORRECT
138.txt,CORRECT
138_142.txt,INCORRECT
139.txt,CORRECT
139_130.txt,INCORRECT
140.txt,CORRECT
140_143.txt,INCORRECT
141.txt,CORRECT
141_161.txt,INCORRECT
142.txt,CORRECT
142_138.txt,INCORRECT
143.txt,CORRECT
143_140.txt,INCORRECT
144.txt,CORRECT
144_122.txt,INCORRECT
145.txt,CORRECT
145_299.txt,INCORRECT
146.txt,CORRECT
146_256.txt,INCORRECT
147.txt,CORRECT
147_055.txt,INCORRECT
148.txt,CORRECT
148_133.txt,INCORRECT
149.txt,CORRECT
149_152.txt,INCORRECT
150.txt,CORRECT
150_153.txt,INCORRECT
151.txt,CORRECT
151_225.txt,INCORRECT
152.txt,CORRECT
152_149.txt,INCORRECT
153.txt,CORRECT
153_150.txt,INCORRECT
154.txt,CORRECT
154_386.txt,INCORRECT
155.txt,CORRECT
155_576.txt,INCORRECT
156.txt,CORRECT
156_243.txt,INCORRECT
157.txt,CORRECT
157_245.txt,INCORRECT
158.txt,CORRECT
158_379.txt,INCORRECT
159.txt,CORRECT
159_175.txt,INCORRECT
160.txt,CORRECT
160_928.txt,INCORRECT
161.txt,CORRECT
161_141.txt,INCORRECT
162.txt,CORRECT
162_330.txt,INCORRECT
163.txt,CORRECT
163_031.txt,INCORRECT
164.txt,CORRECT
164_216.txt,INCORRECT
165.txt,CORRECT
165_137.txt,INCORRECT
166.txt,CORRECT
166_167.txt,INCORRECT
167.txt,CORRECT
167_166.txt,INCORRECT
168.txt,CORRECT
168_222.txt,INCORRECT
169.txt,CORRECT
169_227.txt,INCORRECT
170.txt,CORRECT
170_186.txt,INCORRECT
171.txt,CORRECT
171_173.txt,INCORRECT
172.txt,CORRECT
172_582.txt,INCORRECT
173.txt,CORRECT
173_171.txt,INCORRECT
174.txt,CORRECT
174_964.txt,INCORRECT
175.txt,CORRECT
175_159.txt,INCORRECT
176.txt,CORRECT
176_190.txt,INCORRECT
177.txt,CORRECT
177_211.txt,INCORRECT
178.txt,CORRECT
178_598.txt,INCORRECT
179.txt,CORRECT
179_212.txt,INCORRECT
180.txt,CORRECT
180_105.txt,INCORRECT
181.txt,CORRECT
181_199.txt,INCORRECT
182.txt,CORRECT
182_242.txt,INCORRECT
183.txt,CORRECT
183_253.txt,INCORRECT
184.txt,CORRECT
184_205.txt,INCORRECT
185.txt,CORRECT
185_276.txt,INCORRECT
186.txt,CORRECT
186_170.txt,INCORRECT
187.txt,CORRECT
187_234.txt,INCORRECT
188.txt,CORRECT
188_191.txt,INCORRECT
189.txt,CORRECT
189_200.txt,INCORRECT
190.txt,CORRECT
190_176.txt,INCORRECT
191.txt,CORRECT
191_188.txt,INCORRECT
192.txt,CORRECT
192_134.txt,INCORRECT
193.txt,CORRECT
193_030.txt,INCORRECT
194.txt,CORRECT
194_235.txt,INCORRECT
195.txt,CORRECT
195_442.txt,INCORRECT
196.txt,CORRECT
196_310.txt,INCORRECT
197.txt,CORRECT
197_224.txt,INCORRECT
198.txt,CORRECT
198_106.txt,INCORRECT
